loan_amount,interest_rate,term_months,start_date,end_date,borrower_age,borrower_income,credit_score,defaulted,is_simulated_anomaly
68741,0.0527,48,2024-05-26,2028-05-05,67,112324,335,1,0
52875,0.0695,36,2022-01-21,2025-01-05,33,89449,547,0,0
49242,0.1473,36,2023-08-03,2026-07-18,45,34579,551,1,0
1244,0.1339,36,2025-10-04,2028-09-18,22,46817,347,0,0
38965,0.0395,36,2025-05-29,2028-05-13,31,99253,712,0,0
13807,0.0481,60,2025-08-17,2030-07-22,37,146015,432,1,0
39414,0.0985,60,2022-08-20,2027-07-25,62,121908,640,0,0
14675,0.1204,24,2023-09-27,2025-09-16,65,53085,384,0,0
34473,0.0559,36,2024-09-20,2027-09-05,66,149265,834,0,0
59469,0.0381,12,2023-03-06,2023-02-04,65,40271,305,1,1
51846,0.1089,36,2023-10-31,2026-10-15,55,77588,842,0,0
49917,0.1383,60,2023-05-22,2028-04-25,66,1244153,474,1,1
23537,0.0366,60,2022-01-22,2026-12-27,58,28083,676,1,0
-66178,0.0975,48,2021-07-11,2025-06-20,48,49557,817,0,1
3843,0.0705,12,2023-08-11,2024-08-05,64,26622,309,0,0
35726,0.0572,48,2023-04-21,2027-03-31,66,124446,452,0,0
43145,0.1379,12,2021-03-15,2022-03-10,66,47990,643,0,0
3847,0.1456,60,2025-02-28,2030-02-02,44,51589,626,0,0
5603,0.0738,12,2022-06-24,2023-06-19,50,130613,569,0,0
24495,0.0712,36,2022-11-20,2025-11-04,46,82288,344,1,0
72813,0.1407,48,2021-04-05,2025-03-15,58,88621,494,1,0
8696,0.0459,24,2024-10-06,2026-09-26,29,62768,449,1,0
33808,0.06,12,2022-07-28,2023-07-23,32,23461,651,0,0
19554,0.0416,24,2022-01-03,2023-12-24,62,102470,365,0,0
55460,0.0382,36,2022-07-26,2025-07-10,20,55464,770,0,0
49106,0.1403,36,2024-12-04,2027-11-19,49,62051,402,0,0
8981,0.744,12,2021-07-13,2022-07-08,59,50893,814,0,1
64699,0.1167,24,2021-01-09,2022-12-30,47,98110,833,0,0
15494,0.0987,48,2024-02-17,2028-01-27,48,26284,796,0,0
55399,0.0395,24,2022-12-08,2024-11-27,42,57881,731,0,0
30101,0.0526,36,2023-09-04,2026-08-19,51,110577,330,0,0
39706,0.0357,60,2025-03-27,2030-03-01,54,39480,327,1,0
68860,0.1406,36,2023-11-18,2026-11-02,28,74324,804,0,0
50034,0.0694,24,2024-04-02,2026-03-23,59,113525,809,0,0
2218,0.1375,12,2024-12-06,2025-12-01,62,86674,739,1,0
6017,0.0402,60,2025-09-26,2030-08-31,37,146060,696,0,0
62849,0.0779,48,2024-09-13,2028-08-23,19,79535,810,0,0
26316,0.0729,48,2023-03-02,2027-02-09,47,125515,369,1,0
61538,0.0609,36,2022-11-25,2025-11-09,31,118508,831,0,0
25836,0.1288,60,2022-07-30,2027-07-04,66,106253,656,0,0
60211,0.1277,24,2021-11-18,2023-11-08,65,149723,699,0,0
29182,0.1124,60,2022-11-24,2027-10-29,47,103302,472,1,0
1624,0.1141,24,2024-05-27,2026-05-17,43,85857,612,0,0
52445,0.0498,24,2022-12-04,2024-11-23,66,99171,561,1,0
46078,0.0883,12,2024-07-16,2025-07-11,20,87603,551,0,0
53421,0.0979,48,2022-08-13,2026-07-23,36,93204,411,1,0
21720,0.0528,24,2024-06-19,2026-06-09,44,143368,406,1,0
73164,0.1342,24,2021-05-29,2021-04-29,20,100614,806,0,1
51458,0.0363,48,2023-07-14,2027-06-23,23,22155,477,1,0
15089,0.064,36,2022-07-02,2025-06-16,68,47628,637,0,0
20113,0.0348,24,2023-09-20,2025-09-09,49,129822,417,1,0
72365,0.0425,60,2024-06-22,2029-05-27,61,133239,573,0,0
12754,0.0335,24,2023-01-08,2024-12-28,27,43424,454,1,0
44606,0.0454,60,2021-03-04,2026-02-06,49,143696,752,1,0
69728,0.127,48,2023-03-06,2027-02-13,58,58235,375,0,0
71435,0.1182,24,2021-01-11,2023-01-01,33,93951,697,0,0
30376,0.0608,12,2021-04-05,2022-03-31,39,149518,775,1,0
71785,0.1179,48,2024-12-03,2028-11-12,61,110174,405,1,0
62188,0.1303,12,2024-05-13,2025-05-08,23,78543,844,1,0
13755,0.0448,24,2025-07-06,2027-06-26,43,61089,373,0,0
67129,0.0607,60,2021-02-01,2026-01-06,69,97222,759,0,0
4367,0.1211,36,2021-06-22,2024-06-06,33,27553,427,1,0
44493,0.0355,36,2023-05-07,2026-04-21,31,65600,437,1,0
58808,0.0725,24,2022-09-26,2024-09-15,41,33449,604,0,0
44950,0.0877,60,2021-06-04,2026-05-09,44,134762,535,0,0
48238,0.1109,60,2022-01-17,2026-12-22,39,25964,836,0,0
57399,0.1483,12,2023-07-08,2024-07-02,23,104110,557,0,0
60316,0.042,24,2023-06-27,2025-06-16,19,88010,711,1,0
53239,0.1232,36,2022-04-30,2025-04-14,63,132509,560,0,0
19204,0.1053,12,2022-07-05,2023-06-30,53,84165,669,0,0
58883,0.0503,24,2022-11-30,2024-11-19,64,109976,627,0,0
33531,0.1495,36,2024-10-04,2027-09-19,34,131652,490,1,0
67227,0.141,48,2021-09-03,2025-08-13,61,20275,623,1,0
37199,0.0311,60,2023-07-02,2028-06-05,63,142723,482,1,0
30664,0.0654,48,2023-05-08,2027-04-17,43,142304,413,1,0
27969,0.0747,12,2020-12-19,2021-12-14,57,97082,364,1,0
3867,0.1481,36,2025-04-11,2028-03-26,25,78274,348,1,0
57452,0.0615,60,2020-11-12,2025-10-17,38,144448,762,0,0
33002,0.1014,12,2021-06-13,2022-06-08,35,123784,627,0,0
66199,0.064,60,2025-02-02,2030-01-07,43,22701,596,1,0
36902,0.1007,36,2023-06-28,2026-06-12,35,72241,478,1,0
47980,0.0728,24,2021-04-19,2023-04-09,26,30720,694,0,0
74189,0.0559,12,2022-04-09,2023-04-04,47,102416,670,0,0
51290,0.0974,60,2023-03-09,2028-02-11,24,63413,668,0,0
71862,0.1277,60,2022-08-18,2027-07-23,54,78280,802,0,0
37673,0.1083,36,2020-11-21,2023-11-06,26,31520,314,1,0
57633,0.089,36,2021-10-27,2024-10-11,51,132564,585,1,0
55953,0.0762,24,2025-02-20,2027-02-10,40,103414,526,0,0
35880,0.0763,48,2022-07-01,2026-06-10,64,101443,771,0,0
30955,0.063,60,2025-05-14,2030-04-18,69,89087,444,1,0
37217,0.0352,24,2021-07-11,2023-07-01,67,38078,519,0,0
53003,0.1145,36,2025-07-26,2028-07-10,45,79324,683,0,0
68652,0.0655,36,2023-02-21,2026-02-05,41,66885,742,0,0
20067,0.1424,60,2024-03-25,2029-02-27,52,108061,490,1,0
54085,0.0776,12,2023-01-16,2024-01-11,46,43432,501,1,0
70127,0.0788,36,2024-01-05,2026-12-20,66,67506,538,0,0
45399,0.0915,60,2022-10-29,2027-10-03,52,30530,476,1,0
-61417,0.0441,60,2022-04-21,2027-03-26,52,137345,599,0,1
35510,0.1368,48,2023-05-15,2027-04-24,68,88705,559,1,0
22010,0.1457,36,2025-08-18,2028-08-02,60,140895,636,0,0
27389,0.1328,36,2021-05-02,2024-04-16,32,126538,373,1,0
40446,0.1216,36,2022-02-24,2025-02-08,27,126932,616,1,0
57962,0.0548,48,2025-03-09,2029-02-16,42,60920,327,0,0
59535,0.0774,48,2021-09-12,2025-08-22,65,55177,509,0,0
23266,0.1223,12,2024-05-21,2025-05-16,64,93132,573,0,0
56482,0.1185,60,2024-12-08,2029-11-12,47,51149,793,1,0
2424,0.0937,24,2021-07-22,2023-07-12,60,128115,809,0,0
17528,0.0396,48,2024-04-28,2028-04-07,49,27637,838,0,0
59424,0.1161,60,2020-11-02,2025-10-07,48,26423,490,1,0
15412,0.1334,60,2021-10-12,2026-09-16,18,22297,490,1,0
33424,0.0397,24,2022-04-20,2024-04-09,66,124340,662,0,0
21365,0.0583,36,2023-06-21,2026-06-05,28,148573,688,0,0
73527,0.1398,36,2021-04-23,2024-04-07,25,41048,517,0,0
18492,0.1465,24,2023-10-27,2025-10-16,19,4664634,500,0,1
30597,0.0608,60,2022-02-02,2027-01-07,53,145630,627,0,0
47334,0.0367,36,2021-03-29,2024-03-13,33,47670,325,1,0
74597,0.0817,24,2024-01-26,2026-01-15,28,116076,812,0,0
44378,0.0519,60,2022-09-08,2027-08-13,62,117396,667,0,0
58660,0.0663,60,2023-01-16,2027-12-21,20,98900,630,0,0
1639,0.9052,60,2024-05-25,2029-04-29,24,42238,502,0,1
50070,0.1011,36,2024-01-01,2026-12-16,22,71751,611,0,0
60901,0.0558,12,2022-04-04,2023-03-30,22,32109,615,0,0
50663,0.1066,24,2025-03-12,2027-03-02,28,121101,638,0,0
15086,0.0604,24,2022-01-31,2024-01-21,65,101742,493,0,0
4130,0.0648,12,2020-11-06,2021-11-01,38,56272,311,1,0
48700,0.1225,48,2021-08-01,2025-07-11,19,69144,712,0,0
11758,0.0495,48,2024-10-03,2028-09-12,53,63914,810,0,0
5061,0.0601,60,2021-02-18,2026-01-23,31,92858,354,0,0
51599,0.0335,60,2021-09-19,2021-08-20,22,104923,724,0,1
1856,0.0593,60,2024-05-08,2029-04-12,18,121337,767,0,0
27422,0.1267,60,2024-11-18,2029-10-23,37,23062,622,1,0
28622,0.1335,60,2020-11-07,2025-10-12,18,77717,359,1,0
25731,0.0951,24,2024-06-20,2026-06-10,68,53305,673,0,0
67140,0.128,60,2024-03-09,2029-02-11,22,85936,617,0,0
74370,0.1316,24,2022-09-11,2024-08-31,43,71653,842,0,0
66277,0.1228,36,2022-03-28,2025-03-12,43,111172,835,0,0
11787,0.0827,36,2023-03-07,2026-02-19,35,73477,379,1,0
28606,0.035,60,2024-01-16,2028-12-20,53,47117,466,1,0
19512,0.1147,48,2023-02-18,2027-01-28,18,58435,652,0,0
22213,0.0331,24,2022-05-28,2024-05-17,40,28884,321,1,0
51265,0.132,60,2021-01-20,2025-12-25,39,77778,765,0,0
2795,0.1014,60,2021-01-12,2025-12-17,61,92288,488,1,0
7169,0.1303,36,2025-08-19,2028-08-03,56,120385,836,0,0
43984,0.0688,12,2022-08-31,2023-08-26,49,80352,652,0,0
17016,0.0872,36,2024-03-29,2027-03-14,58,130022,318,1,0
21188,0.0896,36,2025-01-25,2028-01-10,27,120675,706,0,0
3124,0.0683,24,2023-11-16,2025-11-05,23,29485,389,0,0
24923,0.0565,12,2021-06-13,2022-06-08,23,32005,535,1,0
48275,0.0589,48,2022-04-17,2026-03-27,45,127654,524,0,0
23658,0.0432,60,2021-04-28,2026-04-02,67,54101,397,1,0
34825,0.0987,12,2021-03-29,2022-03-24,36,117224,594,1,0
2302,0.1442,12,2021-10-06,2022-10-01,43,87320,751,0,0
45055,0.1243,60,2024-10-03,2029-09-07,18,25157,764,0,0
3630,0.0666,48,2025-06-10,2029-05-20,40,29703,689,0,0
69517,0.0512,12,2025-04-14,2026-04-09,67,70299,750,0,0
64232,0.1265,12,2023-07-10,2024-07-04,65,33925,664,0,0
50840,0.0343,36,2023-09-29,2026-09-13,63,130973,318,1,0
47098,0.1417,24,2020-11-30,2022-11-20,36,51374,560,1,0
14562,0.0627,36,2024-09-11,2027-08-27,48,46408,357,1,0
65455,0.125,24,2025-08-07,2027-07-28,56,30235,478,1,0
20013,0.1315,24,2025-03-20,2027-03-10,50,101960,504,0,0
61084,0.1442,12,2025-09-26,2026-09-21,21,45134,546,0,0
31825,0.0689,12,2021-10-28,2022-10-23,28,106810,603,0,0
16242,0.1123,24,2022-03-24,2024-03-13,20,47184,476,1,0
52160,0.1372,24,2021-12-02,2023-11-22,39,52376,641,0,0
20009,0.0798,12,2024-06-25,2025-06-20,62,55049,645,0,0
28349,0.0994,60,2020-10-28,2025-10-02,35,63078,760,0,0
17355,0.1302,48,2022-09-30,2026-09-09,55,139540,808,0,0
48541,0.095,36,2023-04-22,2026-04-06,60,95168,804,0,0
8404,0.042,48,2024-12-15,2028-11-24,57,108071,599,0,0
27960,0.1137,24,2022-07-07,2024-06-26,34,89976,636,0,0
51255,0.107,24,2024-04-12,2026-04-02,63,58517,302,0,0
35413,0.038,60,2025-05-25,2030-04-29,31,32822,805,0,0
25855,0.0503,60,2023-02-10,2028-01-15,18,47313,677,0,0
16724,0.0881,24,2021-11-05,2023-10-26,21,133436,342,1,0
10995,0.7471,36,2024-07-24,2027-07-09,43,119597,744,1,1
59955,0.0589,12,2023-07-31,2024-07-25,50,20636,515,1,0
62636,0.1327,60,2024-12-05,2029-11-09,37,121177,523,0,0
16726,0.0544,36,2021-10-15,2024-09-29,45,112802,604,0,0
62815,0.0961,48,2021-10-27,2025-10-06,62,56534,431,1,0
52005,0.0303,12,2021-05-31,2022-05-26,35,42416,627,1,0
60111,0.1018,12,2025-02-07,2026-02-02,56,116294,477,0,0
45970,0.1443,12,2023-12-29,2024-12-23,37,23546,600,1,0
55264,0.1064,36,2020-12-27,2023-12-12,61,37725,407,0,0
28413,0.1178,12,2025-04-18,2026-04-13,23,69035,396,0,0
33828,0.0873,60,2024-05-09,2029-04-13,69,125699,530,0,0
44506,0.1201,48,2022-07-16,2026-06-25,20,22517,357,1,0
47675,0.0846,60,2024-11-15,2029-10-20,37,80444,441,0,0
65720,0.0979,12,2024-03-11,2025-03-06,30,148631,780,0,0
47781,0.0919,12,2023-02-07,2024-02-02,49,25184,328,0,0
8808,0.1017,36,2021-04-20,2024-04-04,54,73475,814,0,0
53657,0.0839,12,2023-09-30,2024-09-24,40,89200,364,1,0
73697,0.1249,60,2022-11-12,2027-10-17,52,104030,309,1,0
46088,0.1096,24,2021-06-03,2023-05-24,24,53300,669,0,0
29021,0.0484,48,2025-08-04,2029-07-14,50,71159,371,0,0
38154,0.0347,48,2021-02-09,2025-01-19,51,40262,548,1,0
70225,0.1379,48,2024-08-08,2028-07-18,47,73225,668,0,0
35115,0.1185,12,2022-03-29,2023-03-24,62,55831,527,0,0
37625,0.1198,12,2025-09-29,2025-08-30,32,3267861,432,0,1
70053,0.0969,24,2022-01-23,2024-01-13,18,125825,386,1,0
21306,0.104,24,2023-06-02,2025-05-22,33,114625,713,0,0
14839,0.1242,24,2025-04-18,2027-04-08,66,33314,586,0,0
56469,0.0591,60,2021-12-13,2026-11-17,51,134308,756,0,0
46451,0.1285,24,2022-04-19,2024-04-08,26,146808,585,0,0
24311,0.1295,48,2021-03-24,2025-03-03,23,36222,405,0,0
1154,0.1498,36,2022-08-15,2025-07-30,23,97261,382,0,0
38036,0.0843,60,2024-09-05,2029-08-10,44,62982,723,1,0
38467,0.0873,60,2025-08-27,2030-08-01,28,69354,542,0,0
66101,0.0453,48,2023-03-14,2027-02-21,23,27296,631,1,0
49072,0.1112,24,2022-04-03,2024-03-23,51,40160,365,1,0
53329,0.105,48,2025-10-14,2029-09-23,20,134091,556,0,0
32180,0.1255,24,2024-08-06,2026-07-27,60,75327,616,1,0
3144,0.1483,36,2024-07-29,2027-07-14,28,86445,837,0,0
1590,0.1163,24,2024-12-01,2026-11-21,39,89032,614,0,0
46803,0.1088,48,2024-10-26,2028-10-05,47,88337,819,0,0
65286,0.0492,12,2024-08-25,2025-08-20,50,2476426,317,1,1
4691,0.1111,60,2022-09-15,2027-08-20,47,124660,554,1,0
15003,0.138,60,2022-06-09,2027-05-14,45,102000,504,0,0
13102,0.1488,48,2025-05-06,2029-04-15,50,72321,426,0,0
-22709,0.0516,24,2022-10-02,2024-09-21,45,146272,641,0,1
18134,0.0902,12,2023-12-03,2024-11-27,52,106067,465,1,0
11174,0.0585,48,2025-04-05,2029-03-15,25,4309155,687,0,1
57299,0.0494,60,2025-06-06,2030-05-11,48,108805,693,0,0
1460,0.1361,48,2024-04-20,2028-03-30,53,31138,414,1,0
24234,0.1422,36,2020-11-08,2023-10-24,25,87758,838,0,0
48971,0.1371,48,2022-08-13,2026-07-23,69,126625,485,1,0
1068,0.112,48,2022-02-08,2026-01-18,33,131179,767,0,0
58120,0.1361,24,2024-11-26,2026-11-16,55,108296,332,1,0
47167,0.1006,12,2024-12-08,2025-12-03,66,72665,388,1,0
46235,0.1267,60,2024-10-06,2029-09-10,66,28143,376,1,0
57677,0.1482,48,2023-02-11,2027-01-21,50,20336,765,0,0
60948,0.104,60,2025-02-27,2030-02-01,54,89515,425,0,0
38048,0.0955,60,2023-02-12,2028-01-17,64,35090,711,1,0
52116,0.0987,24,2021-03-12,2023-03-02,67,128494,637,0,0
-68420,0.0679,12,2022-01-09,2023-01-04,43,47818,564,0,1
16603,0.1338,12,2024-06-21,2025-06-16,63,138170,505,0,0
60742,0.0571,24,2024-09-27,2026-09-17,34,102280,764,1,0
57100,0.0754,48,2023-01-29,2027-01-08,31,24643,462,1,0
44557,0.0965,48,2022-10-09,2026-09-18,26,56876,538,1,0
4606,0.0554,12,2024-02-10,2025-02-04,62,145743,623,0,0
74523,0.1055,36,2023-01-20,2026-01-04,66,51908,340,0,0
22561,0.0989,12,2025-06-29,2025-05-30,30,44765,847,0,1
71820,0.0692,24,2023-06-16,2025-06-05,41,28510,783,0,0
63595,0.0954,60,2025-09-08,2030-08-13,47,143132,304,0,0
9591,0.1333,12,2022-02-02,2023-01-28,19,79847,525,0,0
38037,0.1055,60,2025-04-16,2030-03-21,46,105551,675,0,0
69932,0.0741,36,2024-11-07,2027-10-23,24,97278,797,1,0
32830,0.0351,60,2021-03-09,2021-02-07,41,74480,426,1,1
15698,0.0855,48,2024-08-19,2028-07-29,41,71038,407,0,0
64997,0.1025,36,2023-02-21,2026-02-05,26,144432,805,0,0
63515,0.114,36,2025-02-20,2028-02-05,47,90850,455,1,0
72083,0.1075,48,2022-04-03,2026-03-13,45,34627,680,0,0
51872,0.1063,24,2022-04-17,2024-04-06,59,34439,605,1,0
73174,0.0659,24,2023-05-11,2025-04-30,42,141828,334,1,0
52372,0.1122,36,2025-07-25,2028-07-09,27,37167,303,0,0
1397,0.0863,36,2023-01-18,2026-01-02,20,79689,494,1,0
68283,0.1027,36,2023-07-25,2026-07-09,67,61070,603,0,0
40344,0.0513,36,2024-01-23,2027-01-07,46,144468,678,1,0
50626,0.0496,36,2022-04-05,2025-03-20,43,93444,528,0,0
21153,0.0858,60,2025-10-03,2030-09-07,57,114919,749,0,0
52845,0.113,36,2022-07-04,2025-06-18,22,121705,337,1,0
64441,0.0584,48,2025-05-07,2029-04-16,48,23377,595,1,0
63683,0.0369,24,2024-01-01,2025-12-21,63,59894,551,0,0
11278,0.0608,36,2023-11-11,2026-10-26,24,42036,357,1,0
72286,0.0703,48,2022-04-02,2026-03-12,57,93114,395,1,0
53393,0.0574,36,2024-10-01,2027-09-16,36,28752,646,1,0
3087,0.077,48,2025-04-18,2029-03-28,45,111767,751,0,0
29201,0.0678,48,2023-12-03,2027-11-12,66,37685,367,1,0
44399,0.1111,48,2025-09-21,2029-08-31,26,69596,842,0,0
29400,0.0704,36,2023-10-30,2026-10-14,61,102121,755,0,0
12939,0.1293,48,2023-10-26,2027-10-05,37,96732,386,0,0
48469,0.1118,24,2025-08-14,2027-08-04,26,112444,320,1,0
38284,0.106,36,2021-10-30,2024-10-14,50,62737,603,0,0
18487,0.8342,36,2021-09-29,2024-09-13,27,101138,664,0,1
22606,0.0938,12,2023-12-01,2024-11-25,37,31916,696,1,0
51958,0.0396,48,2022-03-05,2026-02-12,49,85292,554,0,0
51261,0.0572,48,2022-11-18,2026-10-28,46,62664,467,1,0
70363,0.0887,48,2022-02-12,2026-01-22,56,39195,721,0,0
9642,0.0884,48,2025-09-13,2029-08-23,55,51322,704,0,0
13403,0.0783,48,2022-11-04,2026-10-14,52,101117,756,0,0
8291,0.1125,60,2025-09-13,2030-08-18,54,25703,669,1,0
72648,0.035,12,2025-05-23,2026-05-18,66,99076,650,0,0
45138,0.1223,12,2025-06-14,2026-06-09,26,112265,603,0,0
22209,0.0958,24,2024-07-26,2026-07-16,20,95675,826,1,0
70016,0.1006,36,2025-05-08,2025-04-08,39,89841,640,0,1
63580,0.0436,12,2022-10-20,2023-10-15,64,102217,687,1,0
20233,0.0572,60,2025-01-14,2029-12-19,58,97472,553,0,0
52291,0.1369,24,2025-09-19,2027-09-09,47,51859,679,0,0
47302,0.11,24,2024-09-12,2026-09-02,48,51249,309,1,0
63279,0.0493,36,2021-01-08,2023-12-24,63,57844,522,1,0
27573,0.0759,60,2025-08-10,2030-07-15,25,107272,716,0,0
15623,0.1029,36,2023-06-17,2026-06-01,52,123051,439,1,0
44057,0.1373,12,2021-05-02,2022-04-27,53,77313,724,0,0
4961,0.0691,24,2021-03-08,2023-02-26,66,62056,517,0,0
69210,0.1259,12,2024-09-12,2025-09-07,31,83556,821,0,0
52667,0.1194,36,2022-04-02,2025-03-17,68,106305,315,1,0
6987,0.1299,48,2024-05-01,2028-04-10,27,79607,603,1,0
32326,0.1207,48,2020-12-17,2024-11-26,51,39720,456,1,0
7777,0.1498,12,2021-11-25,2022-11-20,48,45189,721,0,0
60139,0.0714,60,2022-08-14,2027-07-19,49,105147,454,1,0
48828,0.0855,36,2021-07-28,2021-06-28,61,139477,817,0,1
46498,0.0402,12,2022-03-01,2023-02-24,58,67885,766,0,0
26640,0.104,24,2024-08-28,2026-08-18,53,66135,766,0,0
11009,0.1216,48,2024-09-01,2028-08-11,47,95035,471,1,0
60621,0.1474,36,2022-09-16,2025-08-31,24,27147,845,0,0
18050,0.0657,36,2023-12-31,2026-12-15,41,52602,361,1,0
65083,0.0594,48,2024-04-02,2028-03-12,35,20612,314,1,0
5950,0.0398,24,2025-07-12,2027-07-02,63,132485,595,0,0
47064,0.0598,12,2022-07-17,2023-07-12,46,130296,698,0,0
66511,0.1148,12,2025-08-02,2026-07-28,32,76681,517,0,0
44314,0.08,60,2024-01-09,2028-12-13,31,107911,313,0,0
61066,0.1082,60,2023-06-02,2028-05-06,18,70950,335,1,0
30106,0.0842,24,2022-05-25,2024-05-14,40,118019,575,1,0
5579,0.0854,48,2023-12-07,2027-11-16,42,147325,681,0,0
63178,0.1129,48,2021-02-17,2025-01-27,28,21675,398,1,0
23327,0.098,12,2022-05-09,2023-05-04,38,84376,646,0,0
63604,0.1478,36,2023-10-24,2026-10-08,32,76721,598,0,0
46160,0.0814,60,2025-03-08,2030-02-10,33,98553,678,0,0
52381,0.0759,24,2022-02-03,2024-01-24,37,70507,640,0,0
16849,0.0769,60,2022-09-05,2027-08-10,28,117022,416,0,0
70072,0.1195,24,2022-08-24,2024-08-13,41,107956,334,0,0
45535,0.0789,24,2025-05-21,2027-05-11,35,66585,831,0,0
26690,0.1322,24,2021-02-08,2023-01-29,18,61806,494,1,0
8499,0.068,36,2023-04-07,2026-03-22,51,69884,732,0,0
29032,0.1137,24,2025-06-30,2027-06-20,38,51522,733,0,0
5810,0.116,48,2021-06-05,2025-05-15,27,38671,402,1,0
58971,0.0558,36,2024-02-07,2027-01-22,21,51446,404,1,0
13198,0.0882,24,2021-08-15,2023-08-05,28,53839,421,1,0
47900,0.0473,24,2023-02-11,2025-01-31,66,74205,351,1,0
52497,0.1171,36,2022-12-20,2025-12-04,51,47656,562,1,0
64522,0.1268,24,2022-05-16,2024-05-05,68,143634,380,1,0
50958,0.139,12,2023-08-13,2024-08-07,31,100871,698,0,0
6372,0.0484,60,2023-05-22,2028-04-25,25,35736,522,0,0
32582,0.0594,36,2021-08-10,2024-07-25,41,142551,600,0,0
18626,0.0325,12,2024-08-28,2025-08-23,18,33943,536,0,0
54913,0.0406,12,2022-02-08,2023-02-03,59,63544,836,1,0
13618,0.0314,12,2020-10-22,2021-10-17,55,67494,630,0,0
33334,0.1097,12,2024-11-16,2025-11-11,50,71149,342,0,0
16206,0.1232,24,2022-03-19,2024-03-08,52,74373,814,0,0
13008,0.0394,36,2021-06-29,2024-06-13,68,137700,316,1,0
1413,0.0536,60,2025-06-17,2030-05-22,26,126228,499,1,0
66967,0.047,60,2024-09-14,2029-08-19,29,113249,492,0,0
31056,0.0367,36,2020-12-23,2023-12-08,62,55452,649,1,0
13969,0.0666,12,2023-08-30,2024-08-24,41,50970,413,0,0
64101,0.1322,48,2022-10-21,2026-09-30,33,130441,617,0,0
14333,0.1244,12,2025-08-06,2026-08-01,28,49825,648,0,0
6899,0.046,36,2025-07-10,2028-06-24,62,87148,391,1,0
53716,0.697,48,2025-05-19,2029-04-28,49,97178,549,1,1
43521,0.0356,48,2022-11-09,2026-10-19,63,80603,516,0,0
56774,0.0424,36,2024-05-27,2027-05-12,20,21493,402,1,0
45022,0.0555,60,2024-04-10,2029-03-15,27,36309,368,1,0
27860,0.1262,36,2024-03-08,2027-02-21,53,77850,544,0,0
28799,0.0318,24,2022-01-06,2023-12-27,40,143432,742,0,0
42062,0.0453,36,2020-12-13,2023-11-28,48,149040,637,0,0
70677,0.0831,12,2024-06-19,2025-06-14,42,3728479,424,0,1
25587,0.129,60,2023-04-02,2028-03-06,34,80884,700,0,0
74249,0.0303,60,2024-10-18,2029-09-22,43,29091,408,1,0
18401,0.0463,12,2023-11-09,2024-11-03,60,52639,516,1,0
71094,0.084,60,2021-04-23,2026-03-28,52,101609,403,0,0
32480,0.1339,60,2021-03-18,2026-02-20,42,23115,659,1,0
29130,0.0396,12,2023-07-10,2024-07-04,36,31432,546,1,0
33593,0.063,36,2022-02-11,2025-01-26,21,23758,492,0,0
22391,0.0593,60,2022-07-16,2027-06-20,54,74923,666,0,0
25256,0.049,12,2024-02-16,2025-02-10,64,91046,322,0,0
68765,0.0714,36,2024-01-29,2027-01-13,27,128902,844,0,0
74388,0.1176,48,2022-09-14,2026-08-24,44,54410,742,1,0
66201,0.0661,12,2024-03-13,2025-03-08,35,102895,634,0,0
21157,0.0399,60,2021-09-02,2026-08-07,42,90204,780,0,0
29154,0.056,48,2023-10-15,2027-09-24,27,140109,800,0,0
17717,0.1009,48,2025-10-20,2029-09-29,35,47934,590,0,0
68104,0.1071,48,2024-02-13,2028-01-23,64,70797,751,1,0
68201,0.0427,12,2021-04-20,2022-04-15,51,129798,799,0,0
39652,0.1348,60,2021-04-21,2026-03-26,18,65215,762,0,0
74094,0.0412,12,2025-09-07,2026-09-02,53,124028,373,0,0
72142,0.0653,36,2025-08-29,2028-08-13,61,89329,361,0,0
45232,0.0645,36,2024-12-23,2027-12-08,54,61865,557,1,0
57684,0.1048,48,2021-07-05,2025-06-14,24,97874,415,0,0
54578,0.0756,36,2025-08-07,2028-07-22,44,127183,811,0,0
17672,0.1006,48,2021-03-01,2025-02-08,34,22177,594,1,0
4748,0.1424,48,2023-09-26,2027-09-05,46,94605,773,0,0
16323,0.1243,48,2024-01-15,2027-12-25,38,93631,706,0,0
29816,0.0893,12,2022-11-09,2023-11-04,23,95336,617,0,0
67921,0.1204,36,2025-01-21,2028-01-06,55,108980,849,0,0
44543,0.06,60,2024-02-23,2029-01-27,59,24074,372,1,0
55146,0.067,36,2020-12-28,2023-12-13,64,128125,462,1,0
7624,0.1268,36,2022-05-21,2025-05-05,69,85087,483,1,0
58670,0.0789,48,2025-08-03,2029-07-13,26,94329,821,0,0
57462,0.1059,60,2021-10-25,2026-09-29,53,145069,800,0,0
68419,0.1398,12,2021-11-14,2022-11-09,46,94251,782,0,0
18965,0.1313,60,2022-01-26,2026-12-31,41,34440,452,1,0
1695,0.0525,12,2025-01-11,2026-01-06,31,65138,593,1,0
30381,0.0453,36,2024-07-09,2027-06-24,31,136949,377,1,0
15908,0.0335,48,2025-07-11,2029-06-20,29,62072,820,0,0
67082,0.1463,60,2022-02-12,2027-01-17,36,145795,601,1,0
60466,0.0818,60,2021-09-28,2026-09-02,32,45379,722,0,0
17315,0.1158,24,2022-09-14,2024-09-03,23,38691,475,0,0
4563,0.0539,36,2025-10-10,2028-09-24,64,32620,763,0,0
15635,0.1492,48,2022-05-24,2026-05-03,60,119147,693,0,0
69879,0.1434,12,2023-11-27,2024-11-21,64,130151,845,0,0
